Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014.0,3,Female,57.0,3,3,Healthcare Representative,3,Divorced,10388.0,6975.0,1,Y,Yes,11,3,3,80.0,1,16,3,2,16.0,10,10,1
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015.0,2,Female,73.0,4,3,Research Director,1,Married,11416.0,17802.0,0,Y,Yes,12,3,3,80.0,3,9,4,2,8.0,7,1,7
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016.0,4,Female,98.0,2,1,Research Scientist,1,Single,2600.0,18275.0,1,Y,Yes,15,3,1,80.0,0,1,2,3,1.0,0,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017.0,2,Female,60.0,3,1,Laboratory Technician,2,Single,2422.0,25725.0,0,Y,No,17,3,1,80.0,0,4,3,3,3.0,2,1,2
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018.0,4,Male,32.0,4,2,Manufacturing Director,4,Married,5472.0,3334.0,1,Y,No,12,3,2,80.0,0,8,2,3,8.0,7,1,3
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019.0,2,Male,94.0,1,1,Laboratory Technician,1,Married,2451.0,6881.0,1,Y,No,15,3,1,80.0,1,4,3,2,4.0,3,1,1
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022.0,1,Male,97.0,2,2,Healthcare Representative,3,Single,4240.0,13119.0,2,Y,No,13,3,4,80.0,0,19,0,3,2.0,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024.0,3,Male,78.0,2,3,Healthcare Representative,3,Single,10999.0,22245.0,7,Y,No,14,3,2,80.0,0,27,3,3,15.0,11,4,8
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025.0,4,Female,42.0,3,2,Manufacturing Director,3,Single,5003.0,23371.0,6,Y,No,14,3,2,80.0,0,8,6,3,2.0,2,2,1
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026.0,4,Female,65.0,2,4,Manufacturing Director,4,Married,12742.0,7060.0,1,Y,No,16,3,3,80.0,1,21,3,3,21.0,6,11,8
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027.0,1,Female,47.0,3,2,Manufacturing Director,4,Married,4227.0,4658.0,0,Y,No,18,3,2,80.0,1,4,2,3,3.0,2,2,2
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028.0,2,Male,45.0,3,1,Laboratory Technician,4,Divorced,3917.0,9541.0,1,Y,No,20,4,1,80.0,1,3,4,2,3.0,2,1,2
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029.0,4,Male,90.0,3,5,Manager,3,Married,18303.0,7770.0,6,Y,No,13,3,2,80.0,0,21,3,4,1.0,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030.0,1,Male,64.0,3,1,Laboratory Technician,4,Married,2380.0,20165.0,4,Y,No,18,3,2,80.0,0,8,5,3,1.0,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032.0,3,Female,69.0,2,4,Manufacturing Director,4,Single,13726.0,21829.0,3,Y,Yes,13,3,1,80.0,0,30,4,3,5.0,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033.0,1,Female,61.0,1,2,Healthcare Representative,2,Married,4777.0,14382.0,5,Y,No,15,3,1,80.0,0,15,2,1,1.0,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034.0,3,Male,62.0,3,2,Healthcare Representative,2,Married,6385.0,12992.0,3,Y,Yes,14,3,4,80.0,2,17,3,3,8.0,7,6,7
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035.0,2,Female,55.0,1,5,Research Director,3,Divorced,19973.0,20284.0,1,Y,No,22,4,2,80.0,2,21,3,3,21.0,16,5,10
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036.0,2,Male,42.0,3,2,Sales Executive,4,Single,6861.0,4981.0,8,Y,Yes,12,3,3,80.0,0,19,1,3,1.0,0,0,0
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037.0,2,Male,79.0,1,2,Sales Executive,1,Single,4969.0,21813.0,8,Y,No,18,3,4,80.0,0,7,6,3,2.0,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038.0,1,Female,57.0,1,5,Manager,4,Married,19845.0,25846.0,1,Y,No,15,3,4,80.0,1,33,3,3,32.0,14,6,9
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039.0,4,Female,53.0,4,4,Sales Executive,4,Married,13320.0,11737.0,3,Y,Yes,18,3,3,80.0,1,23,2,3,12.0,11,11,11
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040.0,4,Female,95.0,3,2,Sales Executive,3,Married,6347.0,24920.0,0,Y,No,12,3,1,80.0,1,19,3,3,18.0,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042.0,3,Female,43.0,4,1,Laboratory Technician,1,Single,2743.0,8269.0,1,Y,No,16,3,3,80.0,0,18,1,3,17.0,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043.0,4,Female,82.0,3,3,Manufacturing Director,1,Single,10880.0,5083.0,1,Y,Yes,13,3,3,80.0,0,21,2,3,21.0,6,2,8
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044.0,2,Female,88.0,2,1,Sales Representative,4,Single,2342.0,21437.0,0,Y,No,19,3,4,80.0,0,3,2,2,2.0,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045.0,4,Female,90.0,3,4,Manager,4,Married,17650.0,5404.0,3,Y,No,13,3,2,80.0,1,26,4,4,9.0,3,1,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046.0,4,Female,69.0,3,1,Laboratory Technician,3,Single,4025.0,11135.0,9,Y,No,12,3,2,80.0,0,10,2,3,8.0,7,7,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047.0,2,Male,75.0,4,2,Sales Executive,4,Divorced,9725.0,12278.0,0,Y,No,11,3,4,80.0,1,16,2,2,15.0,1,0,9
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048.0,2,Male,66.0,3,3,Manager,4,Married,11904.0,11038.0,3,Y,Yes,14,3,3,80.0,1,14,1,1,6.0,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049.0,2,Male,36.0,3,1,Human Resources,2,Single,2177.0,8318.0,1,Y,No,16,3,1,80.0,0,6,3,3,6.0,3,0,4
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050.0,3,Female,38.0,2,3,Sales Executive,2,Married,7525.0,23537.0,2,Y,No,12,3,1,80.0,1,30,2,3,15.0,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052.0,1,Male,81.0,3,2,Laboratory Technician,3,Divorced,4834.0,7858.0,7,Y,No,14,3,2,80.0,1,9,3,2,1.0,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053.0,1,Male,57.0,3,1,Research Scientist,1,Married,2042.0,15346.0,6,Y,Yes,14,3,2,80.0,1,6,2,3,3.0,2,1,2
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055.0,3,Female,87.0,3,1,Sales Representative,3,Married,2220.0,18410.0,1,Y,Yes,19,3,4,80.0,1,1,2,3,1.0,1,0,0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056.0,4,Male,74.0,3,1,Sales Representative,2,Married,1052.0,23384.0,1,Y,No,22,4,2,80.0,0,1,5,3,1.0,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060.0,3,Male,44.0,3,1,Research Scientist,3,Married,2821.0,2997.0,3,Y,No,16,3,1,80.0,1,8,2,3,2.0,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061.0,2,Male,62.0,3,5,Research Director,3,Married,19237.0,12853.0,2,Y,Yes,11,3,4,80.0,1,29,2,2,8.0,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062.0,4,Female,35.0,3,2,Healthcare Representative,2,Single,4107.0,13848.0,3,Y,No,15,3,1,80.0,0,8,3,2,4.0,3,0,1
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066.0,3,Male,74.0,3,2,Sales Executive,1,Married,8396.0,22217.0,1,Y,No,14,3,2,80.0,1,8,3,2,7.0,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068.0,1,Female,66.0,2,1,Research Scientist,3,Divorced,2007.0,25265.0,1,Y,No,13,3,3,80.0,2,5,5,3,5.0,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069.0,4,Male,40.0,3,5,Research Director,4,Divorced,19627.0,21445.0,9,Y,No,17,3,4,80.0,2,23,0,3,2.0,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070.0,3,Female,41.0,2,3,Sales Executive,3,Married,10686.0,8392.0,6,Y,No,11,3,2,80.0,1,13,4,3,9.0,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071.0,1,Female,63.0,3,1,Research Scientist,3,Married,2942.0,12154.0,2,Y,No,19,3,2,80.0,1,18,4,3,5.0,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073.0,4,Female,51.0,2,3,Manufacturing Director,4,Single,8858.0,15669.0,0,Y,No,11,3,2,80.0,0,15,2,2,14.0,8,7,8
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074.0,3,Male,40.0,2,4,Manager,1,Single,16756.0,17323.0,7,Y,No,15,3,2,80.0,0,31,3,4,9.0,7,6,2
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076.0,3,Male,79.0,2,3,Sales Executive,4,Divorced,10798.0,5268.0,5,Y,No,13,3,3,80.0,1,18,5,3,1.0,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077.0,4,Female,54.0,3,1,Sales Representative,4,Single,2323.0,17205.0,1,Y,Yes,14,3,2,80.0,0,2,3,3,2.0,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079.0,3,Female,36.0,2,1,Laboratory Technician,1,Single,1416.0,17258.0,1,Y,No,13,3,1,80.0,0,1,6,2,1.0,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080.0,4,Female,74.0,2,2,Research Scientist,1,Divorced,4615.0,21029.0,8,Y,Yes,23,4,1,80.0,3,19,2,3,16.0,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081.0,1,Male,34.0,3,1,Research Scientist,3,Married,2461.0,10332.0,9,Y,Yes,12,3,3,80.0,3,18,2,4,10.0,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082.0,2,Male,72.0,2,3,Healthcare Representative,1,Single,8722.0,12355.0,1,Y,No,12,3,1,80.0,0,10,2,2,10.0,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083.0,1,Male,59.0,2,1,Laboratory Technician,1,Married,3955.0,11141.0,1,Y,No,16,3,1,80.0,2,6,2,3,5.0,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084.0,3,Male,85.0,3,2,Manufacturing Director,1,Married,9957.0,9096.0,0,Y,No,15,3,3,80.0,1,7,1,2,6.0,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085.0,2,Female,43.0,4,1,Research Scientist,3,Married,3376.0,18863.0,1,Y,No,13,3,3,80.0,0,10,3,3,10.0,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088.0,3,Female,65.0,2,3,Healthcare Representative,3,Married,8823.0,24608.0,0,Y,No,18,3,1,80.0,1,20,4,2,19.0,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092.0,1,Male,61.0,3,3,Healthcare Representative,4,Married,10322.0,26542.0,4,Y,No,20,4,4,80.0,1,14,6,3,11.0,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094.0,1,Male,87.0,1,1,Laboratory Technician,3,Married,4621.0,5869.0,1,Y,No,19,3,4,80.0,3,3,4,3,3.0,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096.0,4,Male,65.0,3,3,Manufacturing Director,2,Married,10976.0,15813.0,3,Y,No,18,3,2,80.0,1,23,4,3,3.0,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097.0,3,Female,59.0,3,2,Research Scientist,3,Single,3660.0,7909.0,3,Y,No,13,3,4,80.0,0,10,4,4,8.0,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098.0,2,Male,91.0,2,3,Human Resources,1,Married,10482.0,2326.0,9,Y,No,14,3,4,80.0,1,24,1,3,20.0,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099.0,4,Male,34.0,2,3,Healthcare Representative,4,Divorced,7119.0,21214.0,4,Y,No,15,3,3,80.0,1,9,2,3,3.0,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100.0,4,Male,86.0,3,3,Sales Executive,1,Single,9582.0,10333.0,0,Y,Yes,22,4,1,80.0,0,9,2,3,8.0,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101.0,1,Female,54.0,2,2,Research Scientist,3,Single,4508.0,3129.0,1,Y,No,22,4,2,80.0,0,14,4,3,13.0,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102.0,1,Male,50.0,3,1,Laboratory Technician,3,Divorced,2207.0,22482.0,1,Y,No,16,3,4,80.0,1,4,5,2,4.0,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103.0,1,Male,45.0,3,2,Healthcare Representative,4,Single,7756.0,22266.0,0,Y,No,17,3,3,80.0,0,7,1,2,6.0,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105.0,4,Female,88.0,2,2,Sales Executive,4,Divorced,6694.0,24223.0,2,Y,Yes,14,3,3,80.0,3,8,5,3,1.0,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106.0,4,Male,32.0,3,1,Laboratory Technician,4,Married,3691.0,4605.0,1,Y,Yes,15,3,2,80.0,1,7,3,4,7.0,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107.0,1,Male,37.0,3,1,Laboratory Technician,3,Divorced,2377.0,19373.0,1,Y,No,20,4,3,80.0,1,1,0,2,1.0,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108.0,1,Male,55.0,2,1,Research Scientist,2,Single,2313.0,2993.0,4,Y,Yes,20,4,2,80.0,0,5,0,3,2.0,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109.0,4,Male,35.0,3,4,Manager,1,Married,17665.0,14399.0,0,Y,No,17,3,4,80.0,1,23,3,3,22.0,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111.0,1,Male,45.0,2,1,Laboratory Technician,2,Divorced,2596.0,7160.0,1,Y,No,15,3,1,80.0,2,1,2,3,1.0,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113.0,4,Male,81.0,3,2,Sales Executive,3,Single,4728.0,17251.0,3,Y,Yes,14,3,4,80.0,0,5,4,3,0.0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114.0,4,Female,30.0,3,2,Sales Executive,2,Married,4302.0,13401.0,0,Y,No,17,3,3,80.0,1,4,3,3,3.0,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115.0,3,Male,40.0,2,1,Research Scientist,4,Married,2979.0,22478.0,3,Y,No,17,3,4,80.0,3,6,2,3,0.0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116.0,1,Male,35.0,4,4,Manager,4,Single,16885.0,16154.0,2,Y,No,22,4,3,80.0,0,27,3,2,5.0,4,2,1
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117.0,2,Female,65.0,2,2,Sales Executive,3,Married,5593.0,17970.0,1,Y,No,13,3,4,80.0,1,15,2,3,15.0,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118.0,2,Male,87.0,3,3,Healthcare Representative,2,Single,10445.0,15322.0,7,Y,No,19,3,4,80.0,0,18,4,3,8.0,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119.0,3,Male,73.0,2,3,Sales Executive,3,Divorced,8740.0,5569.0,0,Y,Yes,14,3,2,80.0,2,9,2,3,8.0,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120.0,3,Female,93.0,3,1,Research Scientist,4,Divorced,2514.0,26968.0,4,Y,No,22,4,1,80.0,1,11,1,3,7.0,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121.0,4,Female,93.0,3,3,Manufacturing Director,2,Divorced,7655.0,8039.0,0,Y,No,17,3,2,80.0,3,10,3,2,9.0,7,1,7
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124.0,1,Male,52.0,3,4,Manager,3,Married,17465.0,15596.0,3,Y,No,12,3,4,80.0,1,23,3,3,12.0,9,4,9
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125.0,4,Male,32.0,3,3,Sales Executive,2,Single,7351.0,20619.0,7,Y,No,16,3,3,80.0,0,10,2,3,1.0,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126.0,3,Female,83.0,3,3,Manufacturing Director,1,Married,10820.0,11535.0,8,Y,No,11,3,3,80.0,1,18,1,3,8.0,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127.0,1,Male,84.0,3,4,Healthcare Representative,4,Divorced,12169.0,13547.0,7,Y,No,11,3,4,80.0,3,21,4,3,18.0,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128.0,3,Male,44.0,2,5,Research Director,3,Single,19626.0,17544.0,1,Y,No,14,3,1,80.0,0,21,2,4,20.0,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131.0,4,Female,70.0,2,1,Research Scientist,2,Single,2070.0,25326.0,1,Y,Yes,11,3,3,80.0,0,2,6,4,2.0,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132.0,3,Male,70.0,3,2,Laboratory Technician,2,Single,6782.0,8770.0,9,Y,No,15,3,3,80.0,0,9,2,2,5.0,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133.0,1,Male,78.0,3,2,Manufacturing Director,4,Single,7779.0,23238.0,2,Y,No,20,4,1,80.0,0,18,0,3,11.0,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135.0,3,Male,67.0,4,1,Sales Representative,4,Married,2791.0,21981.0,0,Y,No,12,3,1,80.0,1,3,4,3,2.0,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136.0,1,Male,67.0,2,1,Research Scientist,2,Married,3201.0,19911.0,0,Y,No,17,3,1,80.0,0,6,2,1,5.0,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137.0,4,Male,54.0,3,2,Sales Executive,4,Divorced,4968.0,18500.0,1,Y,No,11,3,4,80.0,1,5,3,3,5.0,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138.0,4,Male,56.0,2,4,Sales Executive,2,Married,13120.0,11879.0,6,Y,No,17,3,2,80.0,1,22,3,3,9.0,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140.0,4,Male,95.0,3,2,Manufacturing Director,3,Single,4033.0,15834.0,2,Y,No,11,3,4,80.0,0,5,3,2,3.0,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143.0,4,Female,61.0,3,1,Research Scientist,2,Divorced,3291.0,17940.0,0,Y,No,14,3,4,80.0,2,8,2,2,7.0,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148.0,2,Male,56.0,1,2,Laboratory Technician,4,Single,4272.0,9558.0,4,Y,No,19,3,1,80.0,0,16,3,3,1.0,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150.0,2,Male,79.0,2,2,Manufacturing Director,4,Married,5056.0,17689.0,1,Y,Yes,15,3,3,80.0,1,10,2,2,10.0,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152.0,3,Male,37.0,4,1,Human Resources,3,Married,2844.0,6004.0,1,Y,No,13,3,4,80.0,1,7,2,4,7.0,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154.0,3,Male,39.0,2,1,Research Scientist,3,Divorced,2703.0,22088.0,1,Y,Yes,14,3,4,80.0,1,3,2,3,3.0,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156.0,3,Male,80.0,3,1,Laboratory Technician,3,Single,1904.0,13556.0,1,Y,No,12,3,4,80.0,0,0,0,3,0.0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157.0,1,Female,77.0,3,2,Sales Executive,1,Single,8224.0,18385.0,0,Y,Yes,17,3,1,80.0,0,6,3,3,5.0,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158.0,2,Male,46.0,3,1,Laboratory Technician,4,Married,4766.0,9051.0,3,Y,Yes,11,3,1,80.0,1,6,4,3,1.0,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160.0,3,Male,72.0,3,1,Laboratory Technician,3,Married,2610.0,6233.0,1,Y,No,12,3,3,80.0,1,2,5,2,2.0,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161.0,3,Female,52.0,2,2,Healthcare Representative,4,Divorced,5731.0,17171.0,7,Y,No,13,3,3,80.0,2,9,2,3,6.0,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162.0,4,Male,55.0,2,1,Research Scientist,3,Married,2539.0,7950.0,1,Y,No,13,3,3,80.0,1,4,0,3,4.0,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163.0,2,Female,70.0,3,2,Sales Executive,3,Married,5714.0,5829.0,1,Y,No,20,4,1,80.0,0,6,3,2,6.0,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164.0,3,Male,100.0,3,1,Human Resources,3,Single,4323.0,7108.0,1,Y,No,17,3,2,80.0,0,6,2,1,5.0,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165.0,4,Female,45.0,2,3,Sales Executive,1,Married,7336.0,11162.0,1,Y,No,13,3,1,80.0,1,11,3,1,11.0,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166.0,2,Female,88.0,3,3,Research Director,3,Single,13499.0,13782.0,9,Y,No,17,3,3,80.0,0,20,3,2,18.0,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167.0,3,Male,44.0,3,4,Sales Executive,1,Single,13758.0,2447.0,0,Y,Yes,12,3,2,80.0,0,22,2,2,21.0,9,13,14
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171.0,2,Male,45.0,3,2,Sales Executive,1,Single,5155.0,2253.0,7,Y,No,13,3,4,80.0,0,9,3,4,6.0,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172.0,4,Male,58.0,2,1,Laboratory Technician,3,Married,2258.0,16340.0,6,Y,No,12,3,2,80.0,1,10,2,3,8.0,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173.0,4,Male,49.0,3,1,Laboratory Technician,2,Single,3597.0,6409.0,8,Y,No,22,4,4,80.0,0,6,2,3,4.0,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175.0,3,Female,79.0,3,1,Laboratory Technician,4,Married,2515.0,22955.0,1,Y,Yes,11,3,4,80.0,0,1,4,2,1.0,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177.0,1,Male,82.0,4,1,Laboratory Technician,4,Married,4420.0,13421.0,1,Y,No,22,4,2,80.0,1,8,2,3,8.0,7,0,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179.0,3,Male,72.0,2,2,Sales Executive,3,Married,6578.0,2706.0,1,Y,No,18,3,1,80.0,1,10,3,3,10.0,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180.0,3,Female,92.0,2,2,Research Scientist,4,Married,4422.0,21203.0,3,Y,Yes,13,3,4,80.0,1,16,3,1,1.0,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182.0,3,Male,44.0,2,3,Manufacturing Director,2,Divorced,10274.0,19588.0,2,Y,No,18,3,2,80.0,1,15,2,4,7.0,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184.0,4,Male,97.0,2,2,Healthcare Representative,1,Single,5343.0,25755.0,0,Y,No,20,4,3,80.0,0,14,3,3,13.0,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185.0,4,Male,47.0,2,1,Laboratory Technician,4,Married,2376.0,26537.0,1,Y,No,13,3,2,80.0,1,2,2,4,2.0,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188.0,1,Female,85.0,1,2,Sales Executive,3,Single,5346.0,9489.0,8,Y,No,13,3,2,80.0,0,7,2,2,4.0,3,1,3
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190.0,3,Female,76.0,3,1,Sales Representative,1,Divorced,2827.0,14947.0,1,Y,No,12,3,3,80.0,3,1,3,3,1.0,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191.0,4,Female,92.0,3,5,Manager,1,Divorced,19943.0,18575.0,4,Y,No,13,3,4,80.0,1,28,2,3,5.0,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192.0,2,Female,54.0,3,1,Laboratory Technician,4,Married,3131.0,26342.0,1,Y,No,13,3,1,80.0,1,10,5,3,10.0,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193.0,3,Male,54.0,3,1,Research Scientist,1,Single,2552.0,7172.0,1,Y,No,25,4,3,80.0,0,1,4,3,1.0,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195.0,1,Female,83.0,3,1,Research Scientist,3,Married,4477.0,20100.0,4,Y,Yes,19,3,3,80.0,1,7,2,2,3.0,2,0,2
